codigo,descripcion,categoria,archivo_foto
TORCAGALV.6X50,"TORNILLO C/COCHE GALV. 1/4"" X 2""",Tornilleria y fijacion,TORCAGALV-6X50.webp
TORCOGALV6X100,"TORNILLO C/COCHE GALV. 1/4"" X 4""",Tornilleria y fijacion,TORCOGALV6X100.webp
TORCOGALV.8X38,"TORNILLO C/COCHE GALV. 5/16"" X 1 1/2""",Tornilleria y fijacion,TORCOGALV-8X38.webp
TORCOGALV.8X50,"TORNILLO C/COCHE GALV. 5/16"" X 2""",Tornilleria y fijacion,TORCOGALV-8X50.webp
TORCOGALV.8X25,"TORNILLO C/COCHE GALV.5/16"" X 1""",Tornilleria y fijacion,TORCOGALV-8X25.webp
TOR3/16X11/2,"TORNILLO GALV. 3/16"" X 1 1/2""",Tornilleria y fijacion,TOR3-16X11-2.webp
TOR3/16X1,"TORNILLO GALV. 3/16"" X 1""",Tornilleria y fijacion,TOR3-16X1.webp
TOR3/16X2,"TORNILLO GALV. 3/16"" X 2""",Tornilleria y fijacion,TOR3-16X2.webp
TORHEXGAL13X38,"TORNILLO HEX. GALV. 1/2"" X 1 1/2""",Tornilleria y fijacion,TORHEXGAL13X38.webp
TORHEXGAL13X25,"TORNILLO HEX. GALV. 1/2"" X 1""",Tornilleria y fijacion,TORHEXGAL13X25.webp
TORHEXGAL13X64,"TORNILLO HEX. GALV. 1/2"" X 2 1/2""",Tornilleria y fijacion,TORHEXGAL13X64.webp
TORHEXGAL13X50,"TORNILLO HEX. GALV. 1/2"" X 2""",Tornilleria y fijacion,TORHEXGAL13X50.webp
TORHEXGAL13X75,"TORNILLO HEX. GALV. 1/2"" X 3""",Tornilleria y fijacion,TORHEXGAL13X75.webp
TORHEXGAL13X100,"TORNILLO HEX. GALV. 1/2"" X 4""",Tornilleria y fijacion,TORHEXGAL13X100.webp
TORHEXGAL6X38,"TORNILLO HEX. GALV. 1/4"" X 1 1/2""",Tornilleria y fijacion,TORHEXGAL6X38.webp
TORHEXGAL6X25,"TORNILLO HEX. GALV. 1/4"" X 1""",Tornilleria y fijacion,TORHEXGAL6X25.webp
TORHEXGAL6X64,"TORNILLO HEX. GALV. 1/4"" X 2 1/2""",Tornilleria y fijacion,TORHEXGAL6X64.webp
TORHEXGAL6X50,"TORNILLO HEX. GALV. 1/4"" X 2""",Tornilleria y fijacion,TORHEXGAL6X50.webp
TORHEXGAL6X75,"TORNILLO HEX. GALV. 1/4"" X 3""",Tornilleria y fijacion,TORHEXGAL6X75.webp
TORHEXGAL6X100,"TORNILLO HEX. GALV. 1/4"" X 4""",Tornilleria y fijacion,TORHEXGAL6X100.webp
TORHEXGAL10X38,"TORNILLO HEX. GALV. 3/8"" X 1 1/2""",Tornilleria y fijacion,TORHEXGAL10X38.webp
TORHEXGAL10X25,"TORNILLO HEX. GALV. 3/8"" X 1""",Tornilleria y fijacion,TORHEXGAL10X25.webp
TORHEXGAL10X64,"TORNILLO HEX. GALV. 3/8"" X 2 1/2""",Tornilleria y fijacion,TORHEXGAL10X64.webp
TORHEXGAL10X50,"TORNILLO HEX. GALV. 3/8"" X 2""",Tornilleria y fijacion,TORHEXGAL10X50.webp
TORHEXGAL10X75,"TORNILLO HEX. GALV. 3/8"" X 3""",Tornilleria y fijacion,TORHEXGAL10X75.webp
TORHEXGAL8X38,"TORNILLO HEX. GALV. 5/16"" X 1 1/2""",Tornilleria y fijacion,TORHEXGAL8X38.webp
TORHEXGAL8X25,"TORNILLO HEX. GALV. 5/16"" X 1""",Tornilleria y fijacion,TORHEXGAL8X25.webp
TORHEXGAL8X65,"TORNILLO HEX. GALV. 5/16"" X 2 1/2""",Tornilleria y fijacion,TORHEXGAL8X65.webp
TORHEXGAL8X50,"TORNILLO HEX. GALV. 5/16"" X 2""",Tornilleria y fijacion,TORHEXGAL8X50.webp
TORHEXGAL8X75,"TORNILLO HEX. GALV. 5/16"" X 3""",Tornilleria y fijacion,TORHEXGAL8X75.webp
TUHEXGALV25,"TUERCA HEXAGONAL GALV. 1""",Tornilleria y fijacion,TUHEXGALV25.webp
TUHEXGALV13,"TUERCA HEXAGONAL GALV. 1/2""",Tornilleria y fijacion,TUHEXGALV13.webp
TUHEXGAL6,"TUERCA HEXAGONAL GALV. 1/4""",Tornilleria y fijacion,TUHEXGAL6.webp
TUHEXGAL5,"TUERCA HEXAGONAL GALV. 3/16""",Tornilleria y fijacion,TUHEXGAL5.webp
TUHEXGAL19,"TUERCA HEXAGONAL GALV. 3/4""",Tornilleria y fijacion,TUHEXGAL19.webp
TUHEXGAL10,"TUERCA HEXAGONAL GALV. 3/8""",Tornilleria y fijacion,TUHEXGAL10.webp
TUHEXGAL8,"TUERCA HEXAGONAL GALV. 5/16""",Tornilleria y fijacion,TUHEXGAL8.webp
TUHEXGAL16,"TUERCA HEXAGONAL GALV. 5/8""",Tornilleria y fijacion,TUHEXGAL16.webp
VARO25,"VARILLA ROSCADA DE 1"" X 1 MTS.",Acero (barra y placa),VARO25.webp
VARO13,"VARILLA ROSCADA DE 1/2"" X 1 MTS.",Acero (barra y placa),VARO13.webp
VAROS6,"VARILLA ROSCADA DE 1/4"" X 1 MTS.",Acero (barra y placa),VAROS6.webp
VAROS5,"VARILLA ROSCADA DE 3/16"" X 1 MTS.",Acero (barra y placa),VAROS5.webp
VAROS19,"VARILLA ROSCADA DE 3/4"" X 1 MTS.",Acero (barra y placa),VAROS19.webp
VAROS10,"VARILLA ROSCADA DE 3/8"" X 1 MTS.",Acero (barra y placa),VAROS10.webp
VAROS8X1,"VARILLA ROSCADA DE 5/16"" X 1 MTS.",Acero (barra y placa),VAROS8X1.webp
VAROS16,"VARILLA ROSCADA DE 5/8"" X 1 MTS.",Acero (barra y placa),VAROS16.webp
PLASOLE161,PLANTA P/SOLD.ESAB  115/230V (0558101694),Herramienta electrica,PLASOLE161.webp
SOLESAB15K,SOLD.ESAB  MICRO A. .035 15 KGS.,Soldadura,SOLESAB15K.webp
SOLESAB10LB,SOLD.MICRO A.TUB.  .035 (10 LB/4.54 KGS)ESAB,Soldadura,SOLESAB10LB.webp
SOLVA1/8CA,"SOLDADURA 6013 1/8"" ESAB CAFÉ",Soldadura y abrasivos,SOLVA1-8CA.webp
SOLVA3/32C,SOLDADURA 6013 3/32 ESAB CAFÉ,Soldadura y abrasivos,SOLVA3-32C.webp
SOLESAB70183/32,"SOLDADURA 7018 3/32"" ESAB",Soldadura y abrasivos,SOLESAB70183-32.webp
AROSOL,ARO DE SOLERA DE 1/8,Perfiles estructurales,AROSOL.webp
CODS25,"CODO SOLDABLE 1""",Tuberia y conexiones,CODS25.webp
CODS38,"CODO SOLDABLE 1"" 1/2",Tuberia y conexiones,CODS38.webp
CODS32,"CODO SOLDABLE 1"" 1/4",Tuberia y conexiones,CODS32.webp
CODS50,"CODO SOLDABLE 2""",Tuberia y conexiones,CODS50.webp
CODS64,"CODO SOLDABLE 2"" 1/2",Tuberia y conexiones,CODS64.webp
CODS19,"CODO SOLDABLE 3/4""",Tuberia y conexiones,CODS19.webp
CODS100,"CODO SOLDABLE 4""",Tuberia y conexiones,CODS100.webp
FIGSOLB,"FIGURA DE SOLERA ""B"" 16 X 8.0 CMS.",Perfiles estructurales,FIGSOLB.webp
SP14-CLASICO,SUPER PICO NO.14 CLASICO C/8PUNTAS,"Alambre, malla y cercas",SP14-CLASICO.webp
SP9-PREMIER,SUPER PICOS NO. 9 PREMIER C/6PUNTAS,"Alambre, malla y cercas",SP9-PREMIER.webp
X-1100C,CERR.D/SEG ADIC TETRA X-1100 CROM (571 ),POR CLASIFICAR,X-1100C.webp
CHA50-CPH,CHAPA PHILLIPS 50-C P/MUEBLE,Perfiles estructurales,CHA50-CPH.webp
CA-17,JGO. CARBON CORTADORA BOSCH CA-17,Herramienta electrica,CA-17.webp
CA-36,JGO. CARBON P/ROTOM. BOSCH CA-36,Herramienta manual,CA-36.webp
CA-14,"JGO. CARBON P/TALADRO BOSCH 3/8"" CA-14",Herramienta electrica,CA-14.webp
ENCCAZ,ENCENDEDOR TIPO CAZUELA N-113-A,POR CLASIFICAR,ENCCAZ.webp
REMA42,REMACHE POP 42,Tornilleria y fijacion,REMA42.webp
REMA44,REMACHE POP 44,Tornilleria y fijacion,REMA44.webp
REMA46,REMACHE POP 46,Tornilleria y fijacion,REMA46.webp
REMA48,REMACHE POP 48,Tornilleria y fijacion,REMA48.webp
REMA52,REMACHE POP 52,Tornilleria y fijacion,REMA52.webp
REMA54,REMACHE POP 54,Tornilleria y fijacion,REMA54.webp
REMA56,REMACHE POP 56,Tornilleria y fijacion,REMA56.webp
REMA58,REMACHE POP 58,Tornilleria y fijacion,REMA58.webp
REMA610LF,REMACHE POP 610 LF,Tornilleria y fijacion,REMA610LF.webp
REMA64,REMACHE POP 64,Tornilleria y fijacion,REMA64.webp
REMA66,REMACHE POP 66,Tornilleria y fijacion,REMA66.webp
REMA66LF,REMACHE POP 66 LF,Tornilleria y fijacion,REMA66LF.webp
REMA68,REMACHE POP 68,Tornilleria y fijacion,REMA68.webp
REMA68LF,REMACHE POP 68 LF,Tornilleria y fijacion,REMA68LF.webp
SM6,"SUJETADOR MARIPOSA 1/4""","Herrería, forja y herrajes",SM6.webp
SM5,"SUJETADOR MARIPOSA 3/16""","Herrería, forja y herrajes",SM5.webp
TAQA13,"TAQUETE ANCLA 1/2""",Tornilleria y fijacion,TAQA13.webp
TAQANC1/4,TAQUETE ANCLA 1/4,Tornilleria y fijacion,TAQANC1-4.webp
TAQA3/8,TAQUETE ANCLA 3/8,Tornilleria y fijacion,TAQA3-8.webp
TAQA5/16,TAQUETE ANCLA 5/16,Tornilleria y fijacion,TAQA5-16.webp
TAQAR1/2X3-3/4,TAQUETE ARPON GALV.1/2 X 3-3/4,Tornilleria y fijacion,TAQAR1-2X3-3-4.webp
TAQAR1/4X3-1/4,TAQUETE ARPON GALV.1/4X3-1/4,Tornilleria y fijacion,TAQAR1-4X3-1-4.webp
TAQPLAS6,"TAQUETE DE PLASTICO 1/4""",Tornilleria y fijacion,TAQPLAS6.webp
TAQPLAS8,"TAQUETE DE PLASTICO 5/16""",Tornilleria y fijacion,TAQPLAS8.webp
TAQEX1/2,"TAQUETE EXPANSIVO 1/2"" -Z",Tornilleria y fijacion,TAQEX1-2.webp
TAQEXP1/4,"TAQUETE EXPANSIVO 1/4"" -Z",Tornilleria y fijacion,TAQEXP1-4.webp
TAQEXP3/16,"TAQUETE EXPANSIVO 3/16"" -Z",Tornilleria y fijacion,TAQEXP3-16.webp
TAQEXP3/8,"TAQUETE EXPANSIVO 3/8"" -Z",Tornilleria y fijacion,TAQEXP3-8.webp
TAQEXP5/16,"TAQUETE EXPANSIVO 5/16"" - Z",Tornilleria y fijacion,TAQEXP5-16.webp
TORCOGALV.8X32,"TORNILLO C/COCHE GALV.5/16"" X 1""1/4",Tornilleria y fijacion,TORCOGALV-8X32.webp
AAWD40,ACEITE AFLOJATODO WD.40 (000646),Pintura y químicos,AAWD40.webp
ADHCAR450G,ADHESIVO CART.RESISTOL  NO MAS CLAVOS 450G.(033618,"Alambre, malla y cercas",ADHCAR450G.webp
AFLOJA,AFLOJA TODO 300GR. PERMATEK(030813),Pintura y químicos,AFLOJA.webp
22362,"BROCA P/CONCRETO 1/4"" X 6"" IRWIN (IW9051)",Herramienta manual,22362.webp
"BROIRW1""","BROCA P/FO. 1"" C/ZANCO DE 1/2"" IRWIN(018694)",Herramienta manual,BROIRW1.webp
"BROIRW1/16""","BROCA P/FO. 1/16"" IRWIN (012742)",Herramienta manual,BROIRW1-16.webp
"BROIRW1/2""","BROCA P/FO. 1/2"" IRWIN (012801)",Herramienta manual,BROIRW1-2.webp
BROIRW1/4,"BROCA P/FO. 1/4"" IRWIN(012790)",Herramienta manual,BROIRW1-4.webp
"BROIRW1/8""","BROCA P/FO. 1/8"" IRWIN(012754)",Herramienta manual,BROIRW1-8.webp
"BROIRW11/32""","BROCA P/FO. 11/32"" IRWIN (012932)",Herramienta manual,BROIRW11-32.webp
"BROIRW11/64""","BROCA P/FO. 11/64"" IRWIN (012774)",Herramienta manual,BROIRW11-64.webp
"BROIRW13/64""","BROCA P/FO. 13/64"" IRWIN (012777)",Herramienta manual,BROIRW13-64.webp
"BROIRW15/64""","BROCA P/FO. 15/64"" IRWIN (012789)",Herramienta manual,BROIRW15-64.webp
"BROIRW17/64""","BROCA P/FO. 17/64"" IRWIN (012930)",Herramienta manual,BROIRW17-64.webp
"BROIRW19/64""","BROCA P/FO. 19/64"" IRWIN (012793)",Herramienta manual,BROIRW19-64.webp
BROIRW21/64,"BROCA P/FO. 21/64""IRWIN (012931)",Herramienta manual,BROIRW21-64.webp
BROIRW27/64,"BROCA P/FO. 27/64"" IRWIN (012131)",Herramienta manual,BROIRW27-64.webp
"BROIRW3/16""","BROCA P/FO. 3/16"" IRWIN(012776)",Herramienta manual,BROIRW3-16.webp
"BROIRW3/32""","BROCA P/FO. 3/32"" IRWIN (012746)",Herramienta manual,BROIRW3-32.webp
"BROIRW3/4""","BROCA P/FO. 3/4"" C/ZANCO DE 1/2"" IRWIN(012166)",Herramienta manual,BROIRW3-4.webp
"BROIRW3/64""","BROCA P/FO. 3/64"" IRWIN (012130)",Herramienta manual,BROIRW3-64.webp
"BROIRW3/8""","BROCA P/FO. 3/8"" IRWIN (012797)",Herramienta manual,BROIRW3-8.webp
"BROIRW5/16""","BROCA P/FO. 5/16"" IRWIN(012796)",Herramienta manual,BROIRW5-16.webp
"BROIRW5/32""","BROCA P/FO. 5/32"" IRWIN(012773)",Herramienta manual,BROIRW5-32.webp
"BROIRW5/64""","BROCA P/FO. 5/64"" IRWIN (018539)",Herramienta manual,BROIRW5-64.webp
"BROIRW5/8""","BROCA P/FO. 5/8"" C/ZANCO DE 1/2"" IRWIN(012163)",Herramienta manual,BROIRW5-8.webp
BROIRW5/8,"BROCA P/FO. 5/8"" IRWIN (034018)",Herramienta manual,BROIRW5-8-1.webp
"BROIRW7/16""","BROCA P/FO. 7/16"" IRWIN (012798)",Herramienta manual,BROIRW7-16.webp
"BROIRW7/32""","BROCA P/FO. 7/32"" IRWIN (012788)",Herramienta manual,BROIRW7-32.webp
"BROIRW7/64""","BROCA P/FO. 7/64"" IRWIN (012747)",Herramienta manual,BROIRW7-64.webp
"BROIRW7/8""","BROCA P/FO. 7/8"" C/ZANCO DE 1/2"" IRWIN",Herramienta manual,BROIRW7-8.webp
"BROIRW9/32""","BROCA P/FO. 9/32"" IRWIN (014000)",Herramienta manual,BROIRW9-32.webp
"BROIRW9/64""","BROCA P/FO. 9/64"" IRWIN(012756)",Herramienta manual,BROIRW9-64.webp
BROCIRW1/2,BROCA P/FO. COBALTO 1/2¨ IRWIN(050585),Herramienta manual,BROCIRW1-2.webp
BROCIRW1/4,BROCA P/FO. COBALTO 1/4¨ IRWIN,Herramienta manual,BROCIRW1-4.webp
BROCIRW1/8,BROCA P/FO. COBALTO 1/8¨ IRWIN,Herramienta manual,BROCIRW1-8.webp
BROCIRW3/16,BROCA P/FO. COBALTO 3/16¨ IRWIN,Herramienta manual,BROCIRW3-16.webp
BROCIRW3/8,BROCA P/FO. COBALTO 3/8¨ IRWIN,Herramienta manual,BROCIRW3-8.webp
BROCIRW5/16,BROCA P/FO. COBALTO 5/16¨ IRWIN,Herramienta manual,BROCIRW5-16.webp
BROCA19/64,"BROCA P/FO. DE 19/64"" IRWIN",Herramienta manual,BROCA19-64.webp
BROCA25/64,"BROCA P/FO. DE 25/64"" IRWIN",Herramienta manual,BROCA25-64.webp
BROCON1/2X12D24446,"BROCA PARA CONCRETO   MAK 1/2"" X 12"" D24446",Herramienta manual,BROCON1-2X12D24446.webp
BROCON1/2X6D24430,"BROCA PARA CONCRETO   MAK 1/2"" X 6"" D24430",Herramienta manual,BROCON1-2X6D24430.webp
BROCON3/8X6D24402,"BROCA PARA CONCRETO   MAK 3/8"" X 6"" D24402",Herramienta manual,BROCON3-8X6D24402.webp
BROCON5/16X12D24393,"BROCA PARA CONCRETO   MAK 5/16"" X 12"" D24393",Herramienta manual,BROCON5-16X12D24393.webp
BROCON1/2X6D00963,"BROCA PARA CONCRETO   SDS MAK 1/2""X 6"" 1/4"" D00963",Herramienta manual,BROCON1-2X6D00963.webp
BROCON1/2X12D00979,"BROCA PARA CONCRETO   SDS MAK 1/2""X12""1/4 D00979",Herramienta manual,BROCON1-2X12D00979.webp
BROCON1/4X4D00860,"BROCA PARA CONCRETO   SDS MAK 1/4""X 4"" 1/2"" D00860",Herramienta manual,BROCON1-4X4D00860.webp
BROCON3/16X6D00832,"BROCA PARA CONCRETO   SDS MAK 3/16""X 6"" 1/4 D00832",Herramienta manual,BROCON3-16X6D00832.webp
BROCON3/4X12D01046,"BROCA PARA CONCRETO   SDS MAK 3/4""X 12"" D01046",Herramienta manual,BROCON3-4X12D01046.webp
BROCON3/8X6D000929,"BROCA PARA CONCRETO   SDS MAK 3/8""X ""6 1/4 D00929",Herramienta manual,BROCON3-8X6D000929.webp
BROCON3/8X12D000935,"BROCA PARA CONCRETO   SDS MAK 3/8""X 12"" 1/8 D00935",Herramienta manual,BROCON3-8X12D000935.webp
BROCON5/16X6D00907,"BROCA PARA CONCRETO   SDS MAK 5/16""X ""6 1/4 D00907",Herramienta manual,BROCON5-16X6D00907.webp
BROCON9/16X6D00985,"BROCA PARA CONCRETO   SDS MAK 9/16""X 6"" 1/2 D00985",Herramienta manual,BROCON9-16X6D00985.webp
BROCON1/4X6D24365,"BROCA PARA CONCRETO  MAK  1/4"" X 6"" D24365",Herramienta manual,BROCON1-4X6D24365.webp
BROCON3/8X12D24418,"BROCA PARA CONCRETO  MAK  3/8"" X 12"" D24418",Herramienta manual,BROCON3-8X12D24418.webp
BROCON1/4X 12D24371,"BROCA PARA CONCRETO  MAK 1/4"" X 12""D24371",Herramienta manual,BROCON1-4X-12D24371.webp
BROCON5/16X6D24387,"BROCA PARA CONCRETO  MAK 5/16"" X 6"" D24387",Herramienta manual,BROCON5-16X6D24387.webp
BROCONI3/16X39MM,"BROCA PARA CONCRETO IRWIN  3/16"" X 39 MM LARGO",Herramienta manual,BROCONI3-16X39MM.webp
BROCON1/4X4D24359,"BROCA PARA CONCRETO MAK   1/4"" X 4"" D24359",Herramienta manual,BROCON1-4X4D24359.webp
BROCON1/4X6D008876,"BROCA PARA CONCRETO SDS MAK  1/4"" X 6"" 1/4 D00876",Herramienta manual,BROCON1-4X6D008876.webp
BROQM194041.7,BROQUERO  MAKITA C/ADAP. SDS 194041.7,POR CLASIFICAR,BROQM194041-7.webp
32135,BROQUERO DE 1/2 C/LLAVE HITOOLS(032135),Herramienta manual,32135.webp
32136,BROQUERO DE 3/8 C/LLAVE HITOOLS(032136),Herramienta manual,32136.webp
"BROMAK1/2""","BROQUERO MAKITA DE 1/2"" C/LLAVE(019128)",Herramienta manual,BROMAK1-2.webp
CANPHILLTX-9TETRA,CANDADO PHILLIPS ANTIPAL. TETRA TX-9,Herramienta manual,CANPHILLTX-9TETRA.webp
CANPHILLIN0.12,CANDADO PHILLIPS N0. 12,Herramienta manual,CANPHILLIN0-12.webp
CANPHILLIN0.12GL,CANDADO PHILLIPS N0. 12 GL,Herramienta manual,CANPHILLIN0-12GL.webp
CRHP,CARETA REFORZ. ECONOMICA(035995),Seguridad (EPP),CRHP.webp
CAR3M6001,CARTUCHO P/VAPORES ORGAN. 3M MOD. 6001,POR CLASIFICAR,CAR3M6001.webp
CHA725IFD,CHAPA 725 PHILLIPS  IF DERECHA,Perfiles estructurales,CHA725IFD.webp
CHA725IFI,CHAPA 725 PHILLIPS  IF IZQUIERDA,Perfiles estructurales,CHA725IFI.webp
CHA625IFD,CHAPA CORREDISA 625 IF DER. DC(036446),Herrajes,CHA625IFD.webp
CHA625IFI,CHAPA CORREDISA 625 IF. IZQ. DC(036447),Herrajes,CHA625IFI.webp
CHA800FD-AS,CHAPA MOD 800 FIJA D -AS (040667),Herrajes,CHA800FD-AS.webp
CHA800FI-AS,CHAPA MOD 800 FIJA I -AS (040668),Herrajes,CHA800FI-AS.webp
CHA800LD-AS,CHAPA MOD 800 LIBRE D -AS,Herrajes,CHA800LD-AS.webp
CHA800LI,CHAPA MOD 800 LIBRE I,Herrajes,CHA800LI.webp
CHA800LI-AS,CHAPA MOD 800 LIBRE I -AS,Herrajes,CHA800LI-AS.webp
CHAPH900D,CHAPA MOD 900 DER PHILLIPS,Perfiles estructurales,CHAPH900D.webp
CHA900I,CHAPA MOD 900 IZQ PHILLIPS,Perfiles estructurales,CHA900I.webp
CHA321D,CHAPA PH 321 DC ABG,Herrajes,CHA321D.webp
CHA50-LPH,CHAPA PHILLIPS 50-L P/MUEBLE,Perfiles estructurales,CHA50-LPH.webp
CHA715CLD,CHAPA PHILLIPS 715 CLD,Perfiles estructurales,CHA715CLD.webp
CHA715CLI,CHAPA PHILLIPS 715 CLI,Perfiles estructurales,CHA715CLI.webp
CHA715IFD,CHAPA PHILLIPS 715 IFD (0359),Perfiles estructurales,CHA715IFD.webp
CHA715IFI,CHAPA PHILLIPS 715 IFI (0357),Perfiles estructurales,CHA715IFI.webp
CHA525DC,CHAPA PHILLIPS ALUM. 525 DOBLE CILINDRO,Perfiles estructurales,CHA525DC.webp
CHA720IFD,CHAPA TETRA X-720 IFD ABG,Herrajes,CHA720IFD.webp
CHA720IFI,CHAPA TETRA X-720 IFI ABG,Herrajes,CHA720IFI.webp
CINAIS,CINTA AISLAR NEGRA 18 MTS COHESA(000815)-2229,Pintura y químicos,CINAIS.webp
CINAIS3M-013000,"CINTA AISLAR TEMFLEX 3.4"" X 18 M (3M)(013000)",Pintura y químicos,CINAIS3M-013000.webp
CINAIS3M,"CINTA AISLAR TEMFLEX 3.4"" X 18 M (3M)(143451)",Pintura y químicos,CINAIS3M.webp
CINAIST-2229,CINTA DE AISLAR 18 MM X 18 M.TUK(2229),Electrico e iluminacion,CINAIST-2229.webp
CINCAN007061,CINTA EMPACAR CANELA 48MMX50M TUK(007061),Pintura y químicos,CINCAN007061.webp
CINTRA032211,CINTA EMPACAR TRANSP. 48MMX150M HITOOLS (032211),Pintura y químicos,CINTRA032211.webp
CINTRA032212,CINTA EMPACAR TRANSP. 72MMX150M HITOOLS (032212),Pintura y químicos,CINTRA032212.webp
CINPEN10CM,CINTA TAPAGOTERAS PENNSYL. 10 CM. (021202),Pintura y químicos,CINPEN10CM.webp
CINPEN5CM,CINTA TAPAGOTERAS PENNSYL. 5 CM.,Pintura y químicos,CINPEN5CM.webp
CIZALLAJS3201,CIZALLA P/METAL MAKITA 710 W JS3201(039647),POR CLASIFICAR,CIZALLAJS3201.webp
CORBOSCH,CORTADORA BOSCH ( GCO2000),Herramienta electrica,CORBOSCH.webp
CORMAK,CORTADORA MAKITA(COR2414NB),Herramienta electrica,CORMAK.webp
CORMAR,CORTADORA MARAGA,Herramienta electrica,CORMAR.webp
DADO,DADO MAGNETICO 3/8 P/TAL,Herramienta manual,DADO.webp
DFANDG4041/2,"DISCO LAMINADO FANDELI GRANO 40 4 1/2""(046063)",Soldadura y abrasivos,DFANDG4041-2.webp
64814,"DISCO LAMINADO FANDELI GRANO 40 4 1/2""(64814)",Soldadura y abrasivos,64814.webp
DFANDG6041/2,"DISCO LAMINADO FANDELI GRANO 60 4 1/2""(046064)",Soldadura y abrasivos,DFANDG6041-2.webp
64815,DISCO LAMINADO FANDELI GRANO 60 41/2(64815),Soldadura y abrasivos,64815.webp
DFANDG8041/2,"DISCO LAMINADO FANDELI GRANO 80 4 1/2""(046065)",Soldadura y abrasivos,DFANDG8041-2.webp
DMAKITA,"DISCO MAKITA P/CORTE 14"" A.89872",Soldadura y abrasivos,DMAKITA.webp
D006123,"DISCO PFERD 7"" CORTE METAL(006123)",Soldadura y abrasivos,D006123.webp
DA60P,DISCO PFERD A60 4 1/2 ACERO INOX.(004642),Soldadura y abrasivos,DA60P.webp
DA60I,DISCO PFERD A60 4 1/2 ACERO INOX.(020733),Soldadura y abrasivos,DA60I.webp
DA60M,DISCO PFERD A60 4 1/2 CORTE METAL(000959),Soldadura y abrasivos,DA60M.webp
DG40PFERC41/2,"DISCO PFERD GRANO 40 4 1/2"" POLIFAN (031785)",Soldadura y abrasivos,DG40PFERC41-2.webp
DG60PFER41/2,"DISCO PFERD GRANO 60 4 1/2""POLIFAN (031628)",Soldadura y abrasivos,DG60PFER41-2.webp
DG80PFER41/2,"DISCO PFERD GRANO 80 4 1/2"" POLIFAN (034338)",Soldadura y abrasivos,DG80PFER41-2.webp
EMVIN5.5NEG,EMPAQUE DE PVC VINILO 545-5.5 PENSYL NEGRO,Lamina y cubiertas,EMVIN5-5NEG.webp
ESMHP9,"ESMERILADORA DEWALT 9"" (DWE490.B3)",Herramienta electrica,ESMHP9.webp
ESPPENFOAM,ESPUMA  PENS FOAM AMAR.LATA (030995),Pintura y químicos,ESPPENFOAM.webp
ESPPEFOAM500ML,ESPUMA  PENS FOAM MULTIPOSICION 360° 500M(043291),Pintura y químicos,ESPPEFOAM500ML.webp
ESPPENMULT,ESPUMA MULTIPOSICION 340GR. (043292),Pintura y químicos,ESPPENMULT.webp
FILTRON95-3M,FILTRO N95 3M (5N11),POR CLASIFICAR,FILTRON95-3M.webp
FLEIRWW5M,FLEXOMETRO IRWIN 5 MTS.,Herramienta manual,FLEIRWW5M.webp
GUCARFELA,GUANTE DE CARNAZA LARGO AFELPADO AZUL (034638),Seguridad (EPP),GUCARFELA.webp
GUCARFEL,GUANTE DE CARNAZA LARGO AFELPADO ROJO (037563),Seguridad (EPP),GUCARFEL.webp
GUANNITRI,GUANTE NITRILO NEGRO HITOOLS CH.(045553),Seguridad (EPP),GUANNITRI.webp
31027,GUANTE NITRILO NEGRO HITOOLS GDE.(031027),Seguridad (EPP),31027.webp
31026,GUANTE NITRILO NEGRO HITOOLS MED.(031026),Seguridad (EPP),31026.webp
GUAPUNTON,GUANTE PUNTO NEGRO (006758),Seguridad (EPP),GUAPUNTON.webp
GUACARC-041623,GUANTES DE CARNAZA CORTO  GRIS ( 041623),Seguridad (EPP),GUACARC-041623.webp
ADAP039873,JGO. ADAPTADOR MANG. B.D  C/1PNTA.NUM.2(39873),Herramienta manual,ADAP039873.webp
33610,JGO. RIEL CAJON TELESC. 25CM  3601  (33610),Herramienta manual,33610.webp
33611,JGO. RIEL CAJON TELESC. 30 CM 3602 (033611),Herramienta manual,33611.webp
15377,JGO. RIEL CAJON TELESC. 35 CM 3603  (015377),Herramienta manual,15377.webp
14512,JGO. RIEL CAJON TELESC. 40 CM 3604 (014512),Herramienta manual,14512.webp
15378,JGO. RIEL CAJON TELESC. 45 CM 3605  (015378),Herramienta manual,15378.webp
15379,JGO. RIEL CAJON TELESC. 50 CM 3606 (015379),Herramienta manual,15379.webp
32833,JGO.BISAGRA OCULTA 90 EASY-ON C/TORN.(032833),Herramienta manual,32833.webp
LAMFRON,LAMPARA FRONTAL,Electrico e iluminacion,LAMFRON.webp
LENCC003979,LENTE COHESA CLARO  (003979),Seguridad (EPP),LENCC003979.webp
LENCH003980,LENTE COHESA HUMO  (003980),Seguridad (EPP),LENCH003980.webp
LENMICGRIS,LENTE MICA GRIS 3M (11327),Seguridad (EPP),LENMICGRIS.webp
LENCLA25107,LENTE PROTEC. CLARO 25107,Seguridad (EPP),LENCLA25107.webp
LENGRIS25110,LENTE PROTEC. GRIS 025110,Seguridad (EPP),LENGRIS25110.webp
LENSTEELCLA,LENTE STEEL CLARO AL-12(025104),Tuberia y conexiones,LENSTEELCLA.webp
LENSTEELESP,LENTE STEEL ESPEJEADO,Tuberia y conexiones,LENSTEELESP.webp
LENSTEELESP2,LENTE STEEL ESPEJEADO CLARO(031731),Tuberia y conexiones,LENSTEELESP2.webp
